Dataset ID,Case Name,Court Case No.,Year,Reporter,Legal Topic / Law,Case Facts / Issue,Judgment / Holding,Source URL
SLR-2009-005-SLLR-SLLR-,Gunasiri and two others vs. Republic of Sri Lanka,CA 116/2003,2003,Volume SLR-2009,Penal Code,". HC BALAPITIYA NO. 111. FEBRUARY 27, 2009. MARCH 2, 3, 4, 2009. Penal Code - Section 296 - Section 294 (1) - Section 294 (3) - Murder - common intention - Dock statement - Test ofpromptness - Alibi - Failure to put his case in cross examination - Presumption? - Duty of Judges in criminal cases. The three accused-appellants were convicted for the murder of one A and were sentenced to death. The 1st appellant - withdrew his appeal. The 1st and 3rd accused-appellant are brothers, the 2nd accused-appellant is the brother in law of the Is1 and 3rd accused-appellants. The 2nd accused-appellant contended that he did not share common murderous intention with the 1st and 3rd accused-appellants, and further contended that, he did not figure in the incident - right from the beginning. The 3rd accused-appellant's position was that witness R - wife of the deceased was an unreliable witness and that his dock statement has not been considered by the trial Judge, where in his dock statement he had taken up the position that he was not at the scene but at the temple. H e ld : (1) To establish the existence of a common intention it is not essential to prove that the criminal act was",Conviction/Sentence affirmed or set aside based on legal points.,https://lankalaw.net/wp-content/uploads/2024/12/005-SLLR-SLLR-2009-V-1-GUNASIRI-AND-TWO-OTHERS-vs-REPUBLIC-OF-SRI-LANKA.pdf
SLR-2009-031-SLLR-SLLR-,Francis Samarawickrema vs. Hilda Jayasinghe and Another,,2004,Volume SLR-2009,Evidence,"S. C. SPECIAL L. A. NO. 111/2003 C. A. NO. 388/93(F) D. C. KALUTARA NO. 2443/L OCTOBER 24™, 2006, JUNE 21st 2006, JULY 4™ 2006, SEPTEMBER 21^2006 MARCH 15™ 2007 Prevention of Frauds Ordinance - Section 2 - Any contract for the sale or other disposition of land or any interest in the land is invalid unless in writing and signed in the presence of a Notary Public and two or more witnesses - Evidence Ordinance - Section 68 - proof of execution of document required to be attested - Section 33, Section 101, Section 102, Section 103 - Evidence in a former judicial proceedings when relevant - Section 3 - Definition of proved and disproved - Standard of proof - Criminal and Civil. The plaintiff-respondent-appellant filed this action in the District Court of Kalutara on 24th November 1976 against the Is* and 2nd defendant- appellants-respondents. The case first went to trial on 1st March 1978, and after trial the District Judge pronounced the judgment for the ap­ pellant as prayed for in the plaint. The respondents appealed against the judgment and the Court of Appeal by its judgment dated 3rd May 1982 set aside the judgment of the District Court and remitted the case for re-trial mainly on the ground that the District Court had considered the due execution of the deeds nos. 4879 and 4880 of 24.3.76 were proved despite the fact that apart from the Notary, neither of the two attesting witnesses has given evidence at the trial. 294 Sri Lanka Law Reports [2009] 1 SRI L.R. The second trial commenced on 20.10.1983, and was heard by several Judges and finally District Court delivered its judgment on 16th June, 1993, By that judgment the District Court once again held in favour of the appellant as prayed for in the plaint. The respondents appealed against the judgment to the Court of Appeal. The Court of Appeal by its judgment dated 9th May, 2003 set aside the judgment of the District Court dated 16.6.1993 and dismissed the action filed by the Plantiff appellant. The Supreme Court granted special leave to appeal against the judgment of the Court of Appeal dated 9* May 2003 on the following substantial questions of law: (1) Did the Court of Appeal err in holding that P4 was fraudulently executed when the same has not been proved with the high degree of proof required to prove fraud? (2) Did the Court of Appeal err in law in not considering the evidence of the notary in terms of Section 33 of the Evidence Ordinance when the said evidence was part of the record? H e ld : (1)",Conviction/Sentence affirmed or set aside based on legal points.,https://lankalaw.net/wp-content/uploads/2024/12/031-SLLR-SLLR-2009-V-1-FRANCIS-SAMARAWICKREMA-vs.-HILDA-JAYASINGHE-AND-ANOTHER.pdf
SLR-2006-008-SLLR-SLLR-,sc Samantha Kumara vs. Manohari 57,SC 44/2005,2005,Volume SLR-2006,Criminal Law,". HC KALUTARA NO. 118/2003. MC MATUGAMA NO. 13390. MARCH 13, 2006. MARCH 24, 2006. High Court of the Provinces Act, No. 19 of 1990, section 9 - Maintenance Act, No. 37 of 1999, section 14(2) - Maintenance Ordinance, No. 19 of 1889- Maintenance Ordinance, No. 13 of 1925 - Constitution Article 138-Article- 154P 3(b)-13th Amendment - Appeal from the High Court - Applicability of Rules of Supreme Court 1990 - Procedure. HELD: (1) The 13th amendment to the Constitution which came into force on 14.11.1987 by Article 154P(3)(b) vested the High Court of the Provinces with jurisdiction in respect of orders made by the Magistrates. (2) The present Maintenance Act section 14 specifically provided for an appeal to the Provincial'High Court and from there to the Supreme Court with the leave of the Supreme Court and when such leave is refused with special leave of the Supreme Court first had and obtained. (3) Supreme Court Rules of 1990 have categorized appeals to the Supreme Court into three groups. The instant appeal falls into the category of other appeals Part 1C. Per Raja Fernando, J. “When the appeal is with leave of the High Court then Supreme Court Rules under Part 1C applies; if","(1) The 13th amendment to the Constitution which came into force on 14.11.1987 by Article 154P(3)(b) vested the High Court of the Provinces with jurisdiction in respect of orders made by the Magistrates. (2) The present Maintenance Act section 14 specifically provided for an appeal to the Provincial'High Court and from there to the Supreme Court with the leave of the Supreme Court and when such leave is refused with special leave of the Supreme Court first had and obtained. (3) Supreme Court Rules of 1990 have categorized appeals to the Supreme Court into three groups. The instant appeal falls into the category of other appeals Part 1C. Per Raja Fernando, J. “When the appeal is with leave of the High Court then Supreme Court Rules under Part 1C applies; if the appeal is with special leave of the Supreme Court, then rules under Part 1A shall apply.” 58 S ri Lanka Law Reports (2006) 2 S ri L R. (4) In determining the time for an aggrieved party to lodge an application for special leave to appeal - when no time is fixed by statute or Rules - the time frame is 42 days. (5) Following the same reasoning the time frame for a petitioner to file an",https://lankalaw.net/wp-content/uploads/2024/12/008-SLLR-SLLR-2006-V-2-SAMANTHA-KUMARA-vs.-MANOHARI.pdf
SLR-2006-051-SLLR-SLLR-,CA Jayagoda and Anothers vs. Attorney General 387,CA PHC,2004,Volume SLR-2006,Penal Code,"147/2004. HC COLOMBO 29/2000. MARCH 30,2005. NOVEMBER 21,2005. DECEMBER 5, 2005. JANUARY 26,2006. Code of Criminal Procedure Act - Sections 29, 110 (3), 110 (4), 425, 425 (1) - 431 (1) - Penal Code 391 - Evidence Ordinance 24, 27 - No evidence to prove charge - Should the property against which an offence appears to have been committed be returned to the person from whom it was taken ? - Applicability of 110 (4) (3) and 110,110 (3) limited only to trials ? - Proviso to a section - What does it signify 7 The petitioners seek to revise the order made by the High Court Judge forfeiting some productions claimed by them at the claim inquiry. The 1st petitioner was indicted on a charge of criminal breach of trust and was acquitted after trial. It was contended that, the petitioners are entitled to the items, as they were acquitted. HELD: (1) In terms of section 425 (1) there is no requirement that a charge should be established or proved prior to the disposal inquiry. (2) There is no rule that the property against which an offence appears to have been committed should be returned to the person from whom it was taken. The Court is entrusted to make such order as it thinks fi","(1) In terms of section 425 (1) there is no requirement that a charge should be established or proved prior to the disposal inquiry. (2) There is no rule that the property against which an offence appears to have been committed should be returned to the person from whom it was taken. The Court is entrusted to make such order as it thinks fit. (3) Application of 110 (3) is limited to trials where rules of the Evidence Ordinance have to be observed. (4) The formula beginning “provided that ......"" is placed at the end of a section/sub section/paragraph/sub paragraph of a schedule and the intention of which is to narrow the effect of the preceding words. Ordinarily a proviso to a section is intended to take out a part of the 388 Sri Lanka Law Reports (2006) 2 Sri L R. main section for special treatment, it is not expected to enlarge the scope of the main section. (5) In any event, the High Court Judge erred by holding the inquiry under section 431 (1) which deals with property seized under section 29. However no prejudice has been caused to any party. APPLICATION in Revision from an order of the High Court of Colombo. Cases referred to : (1) Bal Kaur vs State of Himachal Pradesh - 1976 Cr. LJ 1928 (HP) (2) Johari Lai Debisahai Agrawal vs Emperor - AIR 1949 Nag 17 (3) Queen Empress vs Nilamber -1 LR 2 All 276 (4) Maithripala Senanayake vs Mahindasoma - 1998 2 Sri LR 333 at 344 (5) Joseph vs Attorney General - 47 NLR 446 (6) Dhanaraj Baldeo Kishan vs State - AIR 1961 - Raj 238 Dul",https://lankalaw.net/wp-content/uploads/2024/12/051-SLLR-SLLR-2006-V-2-JAYAGODA-AND-ANOTHER-vs.-ATTORNEY-GENERAL.pdf
SLR-2006-011-SLLR-SLLR-,"CA Wasantha vs. Officer in Charge, Police Station Seeduwa and Another 71",CATION,2005,Volume SLR-2006,Penal Code,"in Revision from an order of the High Court of Negombo - On a Preliminary objection being taken. Cases referred to 1. Weerasekera vs. Subramaniam - 44 NLR 545 2. Solicitor General vs Perera - 17 NLR 413 3. Thevarayan vs Balakrishnan - 1984 1 Sri LR 189 (distinguished) Anil Silva for accused - appellant - petitioner. Kumudini Wickremanayake SSC for respondents. September 21, 2006. ERIC BASNAYAKE. J. The accused appellant petitioner (accused) was charged in the Magistrate’s Court of Negombo under section 317 of the Penal Code for 2-CM 8428 72 Sri Lanka Law Reports (2006) 3 Sri L R. causing grievous injuries to Kolomba Wasantha Deepal on 07.06.2001. After trial the accused was convicted and sentenced to two years rigorous imprisonment. The accused appealed against the said conviction and the sentence to the High Court of Negombo. When this case was taken up for argument in the High Court, the learned State Counsel took up a preliminary objection. The Preliminary Objection The preliminary objection taken up was that the accused cannot have and maintain this action as he has failed to file a certificate by a lawyer certifying that there is a legal question fit for adjudicatio","(1) Where a party makes an appeal on a matter of law a certificate is required in terms of section 322(2) certifying that such matter of law is a fit question for adjudication. This certificate has to be issued by an Attorney - at- Law. (2) The certificate is needed only in a situation when an appeal could be made only on a point of law. Any party is entitled to appeal against any judgment for any error of fact as well; in such a situation no certificate is necessary. APPLICATION in Revision from an order of the High Court of Negombo - On a Preliminary objection being taken. Cases referred to 1. Weerasekera vs. Subramaniam - 44 NLR 545 2. Solicitor General vs Perera - 17 NLR 413 3. Thevarayan vs Balakrishnan - 1984 1 Sri LR 189 (distinguished) Anil Silva for accused - appellant - petitioner. Kumudini Wickremanayake SSC for respondents. September 21, 2006. ERIC BASNAYAKE. J. The accused appellant petitioner (accused) was charged in the Magistrate’s Court of Negombo under section 317 of the Penal Code for 2-CM 8428 72 Sri Lanka Law Reports (2006) 3 Sri L R. causing grievous injuries to Kolomba Wasantha Deepal on 07.06.2001. After trial the accused was convicted and sentenced to two years rigorous imprisonment. The accused appealed against the said conviction and the sentence to the High Court of Negombo. When this case was taken up for argument in the High Court, the learned State Counsel took up a preliminary objection. The Preliminary Objection The preliminary objection taken",https://lankalaw.net/wp-content/uploads/2024/12/011-SLLR-SLLR-2006-V-3-WASANTHA-vs.-OFFICER-IN-CHARGE-POLICE-STATION-SEDUWA-AND-ANOTHER.pdf
SLR-2006-025-SLLR-SLLR-,s c Chitra Manohari Perera vs,CATION,2004,Volume SLR-2006,Criminal Procedure,"No. 12/2004 17TH JUNE AND 15TH SEPTEMBER, 2005 Fundamental Rights-Articles 11, and 13(1) of the Constitution-Alleged unlawful arrest and torture-insufficiency of evidence on torture-Arrest fora breach of the peace. The petitioner complained that the 1st respondent OIC came near his boutique in a jeep; and after summoning him assaulted him on his face. He was then taken to the police station by other police officers. He complained of infringement of Articles 11 and 13(1) of the Constitution. He alleged that a part of his boutique had been demolished. It was proved that on information received by the 1st respondent over the telephone, from a Pradeshiya Sabha Member that the petitioner was making an unauthorized construction encroaching on the public road and that a crowd 208 Sri Lanka Law Reports (2006) 1 Sri L R. had gathered creating unrest and a possible breach of the peace, the 1st respondent visited the scene. He found an atmosphere of unrest there. The evidence of the 1 st respondent was supported by the Pradeshiya Sabha Member and another witness by their affidavits. The petitioner’s version which was supplement by his petition and a belated statement made to a","1. The petitioner must discharge his burden regarding alleged infringement of Article 11 with a high degree of certainty. In the instant case, the evidence falls short of the required standard. 2. Under section 32 of the Code of Criminal Procedure Act, No. 15 of 1979, an arrest without a warrant is competent where, inter-alia, a person commits a breach of the peace, in the presence of the arresting officer. In the instant case, the evidence established the commission of a breach of the peace. 3. In the circumstances, there was no infringement of Articles 13(1) or 11 of the Constitution. Cases referred to: 1. Me. Nabb vs. U. S. (1943) 318 US 332 2. Channa Peiris vs. Attorney-General and Others (1994) 1 Sri LR 1",https://lankalaw.net/wp-content/uploads/2024/12/025-SLLR-SLLR-2006-V-1-NANDASENA-vs.-CHANDRADASA-O.-I.-C.-POLICE-STATION-HINIDUMA-AND-OTHERS.pdf
SLR-2006-048-SLLR-SLLR-,"sc Officer in Charge, CID vs.",SC 52/05,1990,Volume SLR-2006,Criminal Law,". SC SPL LA 90/05. CALA(PHC) APN 185/04. HC BADULLA REV 57/04. MC BANDARAWELA 236415. Debt Recovery (Special Provisions) Act, No. 2 of 1990 amended by Act, No. 9 of 1994- Sections 24, 25, 26 -Applicability- Cheques drawn in favour of person other than a lending institution -Can the construction of a statute be limited by its title- Public Property Act - Lending institution ?-Debt?-Any person?-Language not ambiguous? - Unreasonable interpretation- intention of the legislature The respondent-petitioner filed reports in the Magistrate’s Court alleging that the accused had committed an offence under the Public Property Act, in that he issued Cheques without sufficient funds to the Co­ operative Society. He was charged in terms of Section 25 of the Debt Recovery Act (DR Act). An objection was raised that the facts disclosed do not warrant presenting a charge in terms of Section 25-DR Act. The objection was overruled, and the High Court affirmed the said order of the Magistrate’s Court. The High Court in appeal refused to issue notice, holding that it is an offence to draw a cheque without funds or with insufficient funds and that the nature of the person in whose favour the","Per Nihal Jayasinghe.J and Udalagama. J (1) Section 25 (1) is self contained and exists devoid of any ambiguity and given effect to , without resorting to any other provision, and institution of an action in Part 1 of the DR Act has no relevance whatsoever to a prosecution under Section 25. When a cheque is drawn in favour of any person or institution in terms of Section 25 (1) DR Law is applicable. (2) The construction of any statute cannot be limited by its title, the true nature of the law is to be determined not by the name given to it or by its form but by its substance. Where the language of the enactment is clear, its construction cannot be affected in any way by the consideration of the title of the Act. (3) The long title of an Act is looked at only to help resolve an ambiguity and may not be looked at to modify the interpretation of plain language. Per Shiranee Tilakawardane. J (dissenting) : “I am reticent to accept that “any person"" adverted to in Section 25, of the Act expands the offence to all persons who would dishonour a cheque, even between private parties”. (I) It is an unreasonable interpretation to accept that the legislature intended to confine civil liability to those transactions with lending institutions but to give a wider and expansive criminal liability to include ‘all persons': in the application of the criminal liability envisaged under the said Act as amended. sc Officer in Charge, CID vs. Soris (Nihal Jayasinghe, J.) 377 (2) The provisions of t",https://lankalaw.net/wp-content/uploads/2024/12/048-SLLR-SLLR-2006-V-3-OFFICER-IN-CHARGE-CID-vs.-SORIS.pdf
SLR-2006-005-SLLR-SLLR-,"CA Ediriweera vs Attorney General (Abrew, J.) 25",H.C. COLOMBO,2005,Volume SLR-2006,Penal Code,"NO.955/2002 JYLY 13 AND 20TH, 2002 Penal Code, sections 32, and 380 - Robbery -Convicted - Bail pending appeal referred by High Court - Criminal Procedure Code, section 404-Bail Act, No. 30 of 1997-Jurisdiction of the Court of Appeal to grant bail- Exceptional circumstances? - Could the order of the High Court be revised? The accused -appellant - petitioner was convicted of the offence of robbery of gold and sentenced to a term of 10 years R. I. and a fine. The application for bail made to the High Court was refused. The accused appellant thereafter moved the Court Appeal for bail. The exceptional circumstances urged were (a) that the petitioner is suffering from a rare blood condition where he must be treated in a hospital where such facilities are available. (2) disruption of his studies (3) that appeal would take time. HELD BALAPATABENDI, J. WIJEYARATNE, J. AND ABREW, J. (1) It is a settled principle that the release of a person on bail pending appeal to the Court of Appeal will only be granted in exceptional circumstances. 26 Sri Lanka Law Reports ■2CC5) J S ri L R. Per Abrew, J. “If the High Court Judge's order is correct, that there are no exceptional circumstanc",Conviction/Sentence affirmed or set aside based on legal points.,https://lankalaw.net/wp-content/uploads/2024/12/005-SLLR-SLLR-2006-V-1-EDIRIWEERA-vs.-THE-ATTONEY-GENERAL.pdf
SLR-2006-001-SLLR-SLLR-,CA Bandara vs,CA 76/2001,2001,Volume SLR-2006,Penal Code,". H. C. AVISSAWELLA 17/2001. OCTOBER 10, 2005. NOVEMBER 2, 2005. Penal Code - Sections 294, 296, 317-Murder or culpable homicide not amounting to murder- Where to draw the line ? - Injuries not intended- Conviction bad ? The accused-appellant was indicted for causing the death of one C punishable under section 296, and was also charged for causing grievous hurt to two young children (section 317). After trial the accused was convicted as charged and sentenced to death in respect of the 1st charge (section 296) and 10 years in respect of the other charges. In appeal it was contended that, the proper conviction should have been for culpable homicide not amounting to murder as the accused had only intended to cause bodily harm and not death, and as regards the conviction under section 317 the accused never intended harm on the children and the children came by their injuries purely due to an accident. HELD : (1) The accused by throwing acid on to the deceased had intended to cause the injuries actually caused. The injuries caused were sufficient in the ordinary course of nature to cause death. The injuries were said to be fatal and the deceased succumbed to the injuries w","(1) The accused by throwing acid on to the deceased had intended to cause the injuries actually caused. The injuries caused were sufficient in the ordinary course of nature to cause death. The injuries were said to be fatal and the deceased succumbed to the injuries within 24 hours. (2) This would mean that the probability of death occurring was very high. The fact that the accused intended to cause only bodily harm and not death is therefore immaterial. Section 294 amply demonstrates this position. Although the High Court Judge found the accused guilty of 2 Sri Lanka Law Reports (2006) 2 Sri L R. murder under the second limb of section 294, it should be considered as the third limb of section 294. H e ld fu rth e r : (3) It is quite immaterial that the death caused was that of a man other than whose death was intended. Where the accused has the intention to kill someone, and if with the intention, he kills somebody else, he is guilty of committing murder. (4) As harm was intended on someone, the accused has no escape from liability of the injuries caused to the children either.",https://lankalaw.net/wp-content/uploads/2024/12/001-SLLR-SLLR-2006-V-2-BANDARA-vs.-ATTORNEY-GENERAL.pdf
SLR-2006-028-SLLR-SLLR-,CA Media Image Ltd Vs.,DC COLOMBO,2004,Volume SLR-2006,Criminal Procedure,"6508/SPL. JULY 28.2006. Civil Procedure Code, Sections 793,797 (1), 792 (2), 798 - Offence of Contempt - Court to be satisfied that an offence of contempt committed?- Should the Court form an opinion that sufficient grounds exist before issue of summons? -Order- Is it final? The plaintiff- respondent obtained an enjoining order against the Sri Lanka Rupavahini Corporation from transferring the teledrama air time on Thursdays at 8.30 to a 3rd party during the year 2002, and preventing the SLRC from telecasting the teledrama “Maine Naiyo” produced by the plaintiff at 8.30 p.m. on Thursdays in 2002. Despite the enjoining order, the defendants- petitioners transferred the teledrama air time to a third party and refused to telecast the teledrama produced by the plaintiff-respondent. The plaintiff - respondent moved Court to charge the defendant -petitioner (SLRC) for contempt of Court and the Court issued summons under Section 793 of the Code. The defendants- petitioners raised a preliminary objection and stated that, the charge sheet did not comply with Section 793 and did not disclose the date and the alleged act of contempt. The trial Court rejected the objections, and observed that, whether there is an offence of contempt will be decided after the evidence is led and the burden of proof of establishing a charge of contempt is on the plaintiff and if the plaintiff fails to prove the charge the Court can act according to law at that time. The defendant - petitioner sought leave to appeal from the said order and leave was granted. It was contended by the defendant- petitioner that, before issuing summons in terms of Section 793, it is necessary for the Court to be satisfied that an offence of contempt appears to have been committed and the Court should form an opinion as to whether sufficient grounds exist to charge a person for contempt before the issue of summons. It was also contended that the order of the District Judge was a final order. 216 Sri Lanka Law Reports (2006) 3 Sri L R. HELD: (1) The impugned order is an order rejecting the preliminary objection. The impugned order rejecting the preliminary objection ' is not a final order but an interlocutory order.","(1) The impugned order is an order rejecting the preliminary objection. The impugned order rejecting the preliminary objection ' is not a final order but an interlocutory order. Held further: (2) Contempt proceedings even to punish for Court contempt are in the nature of criminal proceedings, even if contempt is not a crime it bears a criminal character. (3) In contempt proceedings, as in any other criminal case instituted in a Magistrate's Court, before issuing summons the Court has to be satisfied that the petitioner has disclosed sufficient grounds to proceed against the respondents. (4) The trial judge should form an opinion as to whether there were sufficient grounds for him to issue summons under section 793 Per Wimalachandra. J. “ I am of the view that the trial judge erred when he held that whether the petition and affidavit disclose a contempt charge will be decided after the inquiry. The learned judge by making that aforesaid order deviated from the legal position laid down..................he had not made an objective assessment of the available material before deciding to issue summons”.",https://lankalaw.net/wp-content/uploads/2024/12/028-SLLR-SLLR-2006-V-3-MEDIA-IMAGE-LTD-vs.-DISSANAYAKE.pdf
SLR-2006-026-SLLR-SLLR-,CA People's Bank vs Weerasinghe 225,DC GAMPAHA,2004,Volume SLR-2006,Evidence,"767/M. JULY 27, 2006. Provincial High Court (Special Provisions) Act, No. 10 of 1996, sections 2 and 9 - Constitution, Article 154(3) - Cause of action - Commercial transaction ? - Exceeding 3 Million - District Court lacks jurisdiction - Transfer to Commercial High Court by operation of law - Patent or latent lack of jurisdiction ?. The plaintiff respondent instituted action against the defendant-respondent Bank claiming a sum of Rs. 17.5 million from the Bank being the loss caused to him due to certain negligent acts of the Bank officials. The defendant -. petitioner Bank in its answer did not take up the position that the District Court has no jurisdiction to try and determine the action. When the case was taken up for further trial the petitioner Bank took up the position that the cause of action arises from a commercial transaction and that as the claim being over three Million the Commercial High Court has exclusive jurisdiction and hence the District Court lacks jurisdiction to hear the case. The trial Judge dismissed the objection, On leave being sought, it was contended by the respondent that the petitioner Bank has pleaded to the jurisdiction without any spe","(1) The wrong or the cause of action in the instant action is not constituted by negligence or contrary banking practice which in isolation does not constitute any wrong or give rise to any cause of action. The wrong or the cause of action is constituted by the transfer of funds from one Bank account to another Bank account which per-se is manifestly a Banking transaction and arising out of a Banking transaction, it is a commercial transaction. 226 Sri Lanka Law Reports (2006) 2 Sri L R. (2) If the want of jurisdiction is patent and not latent, objection can be taken at any time. In such a case it is the duty of court ex mero moto to raise the point even if the parties fail to do so. (3) As provided for in section 9 of Act No. 10 of 1996 the matter shall stand removed to the High Court by operation law.",https://lankalaw.net/wp-content/uploads/2024/12/026-SLLR-SLLR-2006-V-2-PEEOPLES-BANK-vs.-WEERASINGHE.pdf
SLR-2006-032-SLLR-SLLR-,CA Rahulan vs. Attorney General 253,HC COLOMBO,2002,Volume SLR-2006,Penal Code,"NO. 294/99 DECEMBER 6, 2004 JANUARY 17, 2005 Prevention of Terrorism (Temporary Provisions) Act No. 48 of 1979 (PTA) Amended by Act No. 10 of 1982 and No. 22 of 1988 - Section 2, section 3 undergoing weapons training-Could it be considered as an act that would violate section 2 (1) - of the Prevention Terrorism Act-Ejusdem generis Rule- Its applicability-Confession vague ? The accused-appellant a member of the LTTE was charged under section 2 (1)h of the Prevention of Terrorism Act for undergoing weapons training-a punishable offence. The accused was convicted as charged, the conviction was based on a confession. It was contended that, undergoing weapons training does not fall within the definitions of words either spoken or intended to be read or by signs or by visible representations or under section 2(1) (h) and that the rule of Ejusdem generis applies. It was otherwise contended by the respondent that, section 2 (1) (h) was enacted to cover situations that do not satisfy the criteria in section 3 of the PTA. HELD (1) In considering the preamble and the other provisions of the PTA it becomes clear that the intention of the legislature in enacting this statute was",Conviction/Sentence affirmed or set aside based on legal points.,https://lankalaw.net/wp-content/uploads/2024/12/032-SLLR-SLLR-2006-V-3-RAHULAN-vs.-ATTORNEY-GENERAL.pdf
SLR-2006-039-SLLR-SLLR-,CA Ranjith Vs. Piyaseeli 325,HC KEGALLE,2002,Volume SLR-2006,Criminal Procedure,"1249/REV. MC KEGALLE 5473/M. APRIL 27, 2005. MAY 27,2005. JUNE 15, 2005. Maintenance Ordinance, section 6 - Two applications dismissed on technical grounds - Maintenance Act, No. 37 of 1999 - Third application - Applicability of the doctrine of res judicata - Civil Procedure Code, sections 341, 184, 188, 207 and 407-Do these provisions apply ?-ls the order made under the Maintenance Act a decree ? The applicant respondent-respondent made an application under the Old Maintenance Ordinance praying for maintenance for her daughter. The Magistrate ordered the respondent to pay a certain sum of money. The Court of Appeal in appeal set aside the order on the ground that the respondent had not signed the application. The second application made by the respondent was dismissed on the ground that it violates the provisions of section 6, The respondent filed that third application under the new Maintenance Act. The applicant raised a preliminary objection that as the two previous applications made by the same applicant on behalf of the same child claiming maintenance from the appellant have been dismissed the respondent is not entitled to re agitate the same matter again. The Magistrate rejected the preliminary objection holding that the previous cases were dismissed on technicalities and not on the merits. The High Court affirmed the order of the Magistrate. On appeal, HELD: (1) The provisions in sections 34,207 and 406 of the Civil Procedure Code which embody the principles of res judicata will not apply to maintenance proceedings. 326 Sri Lanka Law Reports (2006) 2 Sri L R. (2) The Maintenance Act does not contemplate decrees. It deals with orders. Therefore an order made under the Maintenance Act is not a decree that comes under the expression all ""decrees"" in section 207. Unlike in section 188 of the Code the Maintenance Act does not provide that after the judgment is pronounced a decree be drawn up by the court.","(1) The provisions in sections 34,207 and 406 of the Civil Procedure Code which embody the principles of res judicata will not apply to maintenance proceedings. 326 Sri Lanka Law Reports (2006) 2 Sri L R. (2) The Maintenance Act does not contemplate decrees. It deals with orders. Therefore an order made under the Maintenance Act is not a decree that comes under the expression all ""decrees"" in section 207. Unlike in section 188 of the Code the Maintenance Act does not provide that after the judgment is pronounced a decree be drawn up by the court. Held further: (3) In any event none of the two previous maintenance applications were decided on merit. There was no adjudication in the two previous applications. The dismissal of the two applications on technical grounds cannot be regarded as ""res judicata"" (4) In the two previous applications there were no judgments contemplated in section 184 of the Code, therefore the dismissal of the two applications will not operate as res judicata. Per Wimalachandra, J. : To constitute a judicial decision a res judicata, the decision must be on merits, it must be a final decision on the merits. It appears that a decision on issues in a case rather than on procedural grounds is a decision on the merits.""",https://lankalaw.net/wp-content/uploads/2024/12/039-SLLR-SLLR-2006-V-2-RANJITH-vs.-PIYASEELI.pdf
SLR-2005-047-SLLR-SLLR-,vs LT. Siyasinghe and others,SC APPLICATION,2001,Volume SLR-2005,Penal Code,"No. 263/2001 (FR) 20th JANUARY, 2005 Fundamental Rights - Articles 11, 12(1) and 12(2) of the Constitution - Weak and contradictary evidence - Weight of evidence to satisfy court - Balance of evidence. 336 Sri Lanka Law Reports (2005) 7 Sri L. R. The petitioner police officer complained that when he and his wife (President, Police Seva Vanitha Movement) were having lunch, the first and second re­ spondents (army officers of the Kokilai Camp) together with soldiers of the Kokilai Camp arrived, kicked their plates and took the petitioner away in a truck, assaulted him and later chased him away. In his counter affidavit the petitioner said that there were other uniformed police officers accompanying him but there was no affidavit from any officer to support this, except his wife's affidavit. The 3rd to the 5th respondents were soliders and the 6th respondent was the Army Commander. The evidence was contradictory except that there appears to have been a clash between the police and the army when the police were stopped from entering Kokilai village. The petitioner was produced before a medical officer according to whose report there were no major injuries. The petitioner","Per Udalagama, J. (1) "" This court in order to consider granting relief to the petitioner needs to be satisfied on a balance of probabilities as to whether the petitioner had discharged his burden of establishing the allegation made out in the petitioner’s petition and affidavit "" (2) The case for the petitioner is exaggerated and unsupported by inde­ pendent evidence.",https://lankalaw.net/wp-content/uploads/2024/12/047-SLLR-SLLR-2005-V-1-SENADEERA-INSPECTOR-OF-POLICE-PULMUDDAI-POLICE-STATION-vs.-LT.-SIYASINGH.pdf
SLR-2005-050-SLLR-SLLR-,"sc Siddick vs. The Republic of Sri Lanka (Imam, J.) 3 8 3",H.C. NEGOMBO,2001,Volume SLR-2005,Criminal Procedure,"83/96 MAY 13, NOVEMBER 15, AND DECEMBER 17, 2004 Poisons, Opium and Dangerous Drugs Ordinance, No. 17 of 1929 amended by Act, No. 13 of 1984, sections, 54 (A) (d) and 54 (A) (c) Foreign national - Possession of heroin - Mens rea - Standard of proof - Offence of possession/ importation? - Criminal Procedure Code, sections 203, and 283 (1) - Verdict within 10 days.- Is it mandatory? - Delay of 82 days - Failure of justice? 384 Sri Lanka Law Reports (2005) 1 Sri L. R. The accused appellant - a Pakistani national was arrested at the Katunayake Airport on an allegation of possessing a quantity of heroin. The heroin was detected in a cleverly concealed false bottom and frame of the suit case, bottom and handle of the cabin bag, and concealed in the inner side of the brown shoes, the accused was wearing. He was indicted, and after trial was convicted. On appeal, it was contended that: (i) he did not have the mens rea; • (ii) that the verdict was delivered after 82 days, and that delay had resulted in a failure of justice. Per Imam J., “In applying the test of credibility and probabilities I am of the view that the prosecution witnesses are credible witnesses and that their e",Conviction/Sentence affirmed or set aside based on legal points.,https://lankalaw.net/wp-content/uploads/2024/12/050-SLLR-SLLR-2005-V-1-SIDDICK-vs.-THE-REPUBLIC-OF-SRI-LANKA.pdf
