case_a_id,case_b_id,case_a_facts,case_b_facts,category_a,category_b,label
NLR-74-116,NLR-64-025,", w ith A pplication s 5-7 S. 0. 71/67— 31. G. A nwradhcvpura, 15209 Charge of murder—Plea of grave and sudden provocation—Abuse unaccompanied by any physical act—Whether it can be sufficient provocation—Relevancy of social class of accused person—Liability on basis of common intention — Burden of proof—Penal Code, s. 32. M e rc a b u se u n a ccom p a n ied b y a n y p h y sica l a c t m a y b o su fficien t p ro v o c a tio n t o r e d u ce w h a t w o u ld oth erw ise be an o ffe n ce o f m u r d e r t o th e offen ce o f cu lp able- h o m ic id e n o t a m o u n tin g to m urder. I t is th e d u t y o f th e Ju d ge to d irect th o ju r y th a t in con sid erin g the q u e stio n o f p r o v o c a t io n th e y sh ou ld con sid er w h eth er th e p ro v o c a t io n w as g ra v e to a n a v e r a g e p e rs o n fro m th e sam e socia l class a n d b a ck g r o u n d as tho a c c u s e d p e rs o n . B e fo r e a p e rson ca n be held v ica riou sly re sp o n sib le fo r tho crim inal a ct o f a n o th e r u n d e r section 32 o f the P en al C od e, th e p ro s e cu tio n m u st p ro v e th a t h e sh a re d a c o m m o n in ten tion to co m m it th a t p a rticu la",", 60931/B Criminal trespass—An ingredient of the offence—Framing of proper charge—Penal Code, s. 433. Sentence—Conviction of accused—Order of conditional discharge—Illegality—Criminal Procedure Code, s. 32 5 (1). The offence of criminal trespass can be committed by a person only in respect of property in the occupation (not merely possession) of another. The charge of criminal trespass would itself be defective if it contains no averment that tho property was in the occupation of a person. An order of conditional discharge under section 325 (1) of the Criminal Proce­ dure Code cannot bo mado in a case where tho accused is convicted of on offence. A p p e a l from a judgment of the Magistrate’s Court, Gampaha. Frederick W . Obeyesekere, for the Accused-Appellants. P . Naguleswaram, Crown Counsel, for the Attorney-General. Cur. adv. vutt. November 14, 1961. Gunasekara , J.— The two appellants were tried before the Magistrate’s Cour t of Gampaha on charges of criminal trespass and mischief, alleged to have been commit­ ted on the 22nd November 1960. After the magistrate had heard the evidence for the prosecution and the defence he made the following order on the 16th March 1961",Penal Code Offences,Penal Code Offences,1.0
NLR-77-083,NLR-67-019,"Present: G. P. A. Silva, retired C.J. (Chairman), Pathirana, J., and D. Q. M. Sirimane, J. In re (1) B. HIRDARAMANI (Chairman, Board of Directors, Hirdaramani Industries Ltd., Colombo 1) (2) S. GALETOVIC (Resident Representative, Ingra, Mahaveli Diversion Project) (Yugoslav National) (3) GLIGO MLADEN (Business Manager, Ingra) Yugoslav National) (4) V. MURJIANI (Textile Merchant) (5) K. K. JAGTIANI (Film Producer) (6) C. C. SHARMA (Sindhi Priest) (7) S. A. S. M. ABDUL HAMEED (Absent) (Indian National) (8) D. S. SABNANI (Co-Partner, Crown Silk Stores, Colombo 11) Suspects. Case No. 1/73—CJ.C. (2) iCriminal Justice Commissions Act, No. 14 of 1972, as amended by ' Criminal Justice Commissions (Amendment) Law, No. 10 of 1972—Sections 2, 3, 6 (I) (d), 11, 15 —Offences in relation to currency or . foreign exchange —Proof—Meaning of terms “ currency ”, “ foreign currency ”, “ foreign exchange ”—Sale of Goods Ordinance, s. 2—Monetary Law Act (Cap. 422), ss. 73, 74, 76—Exchange Control Act (Cap. 423), as amended by Act No. 17 of 1971, ss. 4, 5 (1), 5 (2), 6 AB (a), 6 AB (b), 49, 54—Abetment —Every assistance does not constitute 'abetment —Sentence— Considerations applicable. The 1st suspect ","Present: Viscount Dilhorne, Lord Morris of Borth-y-Gest, Lord Pearce, Lord Upjohn, and Lord Donovan ABDUL AZEEZ and others, Appellants, and THE QUEEN, Respondent P r i v y C o u n c i l A p p e a l N o . 15 o f 1964 S. G. 799-807/59—M. G. Balangoda, 69020 Criminal trespass —“ Intent to annoy ”—Quantum oj evidence—Penal Code, se. 427, 433. Such annoyance as may be caused to an occupier of property by the commis­ sion of civil trespass upon that property is not sufficient to establish the offence of criminal trespass. To constitute the offence of criminal trespass, it must be established beyond reasonable doubt that the intent or object with which the trespass was committed was one of those specified in section 427 of the Penal Code. The accused-appellants were convicted on three counts, in each of which the offence of criminal trespass was an essential ingredient. It was alleged by the prosecution that the criminal trespass was committed by the accused by entering into a certain tea estate with the intention of annoying the Superin­ tendent who was in occupation of the estate and had refused them permission to enter. The defence was that the purpose of the appellants, who were trade",Penal Code Offences,Penal Code Offences,1.0
SLR-2006-005-SLLR-SLLR-,NLR-72-008,"NO.955/2002 JYLY 13 AND 20TH, 2002 Penal Code, sections 32, and 380 - Robbery -Convicted - Bail pending appeal referred by High Court - Criminal Procedure Code, section 404-Bail Act, No. 30 of 1997-Jurisdiction of the Court of Appeal to grant bail- Exceptional circumstances? - Could the order of the High Court be revised? The accused -appellant - petitioner was convicted of the offence of robbery of gold and sentenced to a term of 10 years R. I. and a fine. The application for bail made to the High Court was refused. The accused appellant thereafter moved the Court Appeal for bail. The exceptional circumstances urged were (a) that the petitioner is suffering from a rare blood condition where he must be treated in a hospital where such facilities are available. (2) disruption of his studies (3) that appeal would take time. HELD BALAPATABENDI, J. WIJEYARATNE, J. AND ABREW, J. (1) It is a settled principle that the release of a person on bail pending appeal to the Court of Appeal will only be granted in exceptional circumstances. 26 Sri Lanka Law Reports ■2CC5) J S ri L R. Per Abrew, J. “If the High Court Judge's order is correct, that there are no exceptional circumstanc",", 30904 ' Food and Drugs Ac* (Gap. 21G)—Section 4—Sale of food not of the nature, substance or quality demanded—Quantum of evidence. A sollor cloos not contrnvono tho provisions of section -I (1) of tho Food find Drugs Act if tho purchaser lias notice at tho timo of sale that tho article sold to him is not- of tho nnturo, substance and quality of tho article which ho domands. 1 (1954) 56 N. L. R. 243 at p. 214. DE KRETSER, J .—Sivasupramaniam v. Dabare 23 .A.PPEAL from a judgment of the Municipal Magistrate’s Court, Maligakanda. K. C. Kamalanalhan, for the accused-appellant. J. IF. Subasinghe, for the complainant-respondent. Cur. adv. vult. March 5, 1969. d e K k e t s e r , J.— In this case the Municipal Magistrate (Mr. Walgampaya) convicted the accused of selling—according to his judgment—“ Butter which was not of the quality of Butter demanded by the customer to the customer’s prejudice in breach of section 4 (1) and ( 2) of the Food and Drugs Act (Cap. 216 L. E. C.) ”. He fined him Rs. 75. The accused has appealed. The charge as it was first framed on 14.6.67 was that he sold ""........... to the prejudice of the purchaser an article of food to wit, Butter which was",Penal Code Offences,Criminal Procedure & Jurisdiction,0.0
NLR-76-048,NLR-63-094,"rtiorari Medical practitioner—Charge of infamous conduct in a professional respect—Inquiry by Medical Council—Absence of one or more of the members on some days at the inquiry —Effect—Natural justice—Rule that those who adjudicate must hear—Extent of its applicability—Penal Cases Committee—Participation of itsMembers at the inquiry—Whether bias can be inferred — Certiorari—Scope of the remedy—Availability notwithstanding right of appeal to Minister whose decision shall be final — Meaning of expression “ error of law on the face of the record ”— Statutory tribunals—Desirability of their stating reasons for their decisions—Medical Ordinance {Cap. 105), ss. 15, 18 (1) (2), 20, 25/ 33, 72 —Medical Disciplinary {Procedure) Regulations, 1959, Regulations 4, 5 (2), 8, 9, 11, 14 (4), 17, 21 {4), 22 (2), 2 4 - Courts Ordinance, ss. 42, 88— ^Criminal Procedure Code, s. 292 — Court of Appeal Act, No. 44 of 1971, s. 8 (1) (b). The respondent, a medical practitioner, was found guilty by the Medical Council consisting of ten medical practitioners (the appellants) upon a charge of infamous conduct in a professional respect in that, by writing a letter to the editor of a newspaper, he advertised f",", 42574/B M arriage— M u slim m arriage— Second m arriage b y husband to a R om an Catholic — B igam y— M arriage R egistration O rdinance (C ap. 112), ss. IS , 64— P en al Code, s. 362B . A married man who belongs to the Muslim faith at the time of his marriage and who subsequently marries a second time, under the Marriage Registration Ordinance, a person not professing Islam, while his previous marriage is sub­ sisting commits thereby the offence of bigamy within the meaning of section 362B of the Penal Code. A p p e a l from a judgment of the Magistrate’s Court, Colombo. Nimal Senanayalce, for Accused-Appellant as amicus curiae. D. St. G. B. Jansze, Q.C., Attorney-General, with V. S. A. Pullenaye- gum, Crown Counsel, and M. Hussein, Crown Counsel, for Complainant- Respondent. Cur. adv. vvM. December 20, 1961. B a s n a y a k e, C.J.— The question that arises for decision on this appeal is whether a married person who belonged to the Muslim faith at the time of his marriage and who became a Roman Catholic and married a second time while his previous marriage was subsisting has thereby committed the offence of bigamy. Briefly the facts are as follows :—The appellant wh",Criminal Procedure & Jurisdiction,Penal Code Offences,0.0
NLR-77-092,NLR-69-116,Bail—Power of the Supreme Court to act in revision of an order by the High Court—Appropriate Court to grant bail in the first instance. Counsel appearing for an accused who had made an application for bail to the High Court stated that he was not pressing the application and the High Court Judge did not address his mind to it* and made order dismissing it.,"P r e s e n t : Manicavasagar, J„ and Samerawickrame, J. J. M. A. PETER and others, Appellants, and PARAPATI, Respondent S. 0 * 2 9 9 / 6 5— D . C. Colom bo, 5 5 7 8 4 jM Delict— Death caused by negligent driving—Damages claimed by deceased person’s widow—Assessment of damages. Where a widow claimed damages for the loss sustained by her in consequence of the death of her husband caused by the negligence of the defendant—",Criminal Procedure & Jurisdiction,Penal Code Offences,0.0
NLR-63-092,NLR-65-017,", 25,279 Autrefois acquit—“ Acquittal ” on the ground that charge is illegal—Liability of the accused to be prosecuted again for the same offence— “Discharge ”— “ Acquittal ”— Criminal Procedure Code, ss. 2, 151 (2), 187 (1), 190, 191, 194,195, 290 (5), 330, 336.","Present: Sansonl, J. (President), H. W. 6. Fernando, 1., and L. B. de Silva, J.. THE QUEEN v. D. J. F. D. LIYANAGE and others Trial at Bar No. 2 of 1962 Trial at Bar—Criminal Law (Special Provisions) Act, No. 1 of 1962, ss. 6,9,17,18,19, 21—Criminal Law Act, No. 31 of 1962, s. 6 —Bench constituted under Act No. 1 of 1962—Loch of jurisdiction to hear information—Second information filed by virtue of Act No. 31 of 1962—Jurisdiction of Court to hold trial thereon—Invalidity of plea in the nature of autrefois arraign— Validity of ex post facto legislation— Validity of legislation enacted in English language after 1st January 1961—Penal Code, ss. 69, 72, 114,115,116—Criminal Procedure Code, ss. 440A ( 1), 440B—Courts Ordinance, s. 19—Ceylon ( Constitution) Order in Council, 1946, ss. 29 (4), 36, 38—Declaration of Human Rights (United Nations Organisation), Article 11—Official Language Act, No. 33 of 1956, s. 2 —Revised Edition of the Legislative Enactments Act, No. 2 of 1956, s. 12 (3). On 23rd June 1962 the Attorney-General filed in the Supreme Court an information against the defendants under the provisions of the Criminal Law (Special Provisions) Act No. 1 of 1962. Summons was issued",Criminal Procedure & Jurisdiction,Penal Code Offences,0.0
NLR-69-074,NLR-66-010,"P resent: H. N. G. Fernando, C.J., T. S. Fernando, J., and Sri Skanda Rajah, J. D. M. WIMALASARA BANDA, Appellant, and M. M. S. B. YALEGAMA, Respondent Election Petition Appeal No. 10 of 1966— Electoral District No. 36 (Rattota) Election petition—Meaning of term “ agent ”—Corrupt practice—False statements made at an election meeting regarding a candidate—Police reports in proof of such statements—Admissibility in evidence—Evidence Ordinance, ss. 35, 145, 155 (c), 159, 160—“ Public book, register or record ”—Police Ordinance {Cap. 53), s. 56—Ceylon (Parliamentary Elections) Order in Council, 1946, ss. 58 (1) (d), 77 (c). (i) The Chairman who presides at an election meeting as agent or with the knowledge and consent of a candidate has implied authority to supervise and control the meeting and to permit speeches to be made at his discretion. The candidate can, therefore, be held responsible for a false statement made by any speaker at the meeting concerning the personal character or conduct of an opposing candidate. In such a case, the speaker in question is also an “ agent ” within the meaning of the term in Election Law. Samaranayake v. Kariawasan (69 N. L. R. 1) followed. (ii) One ","Present: Sansoni, J., and H. N. G. Fernando, J. A. A. ROSALINE NONA, Appellant, and V. P. K. MANGO NONA et al., Respondents S. G. 21/60 {Inly.) —D. 0. Gamyaha, 537jT Administration of estates —Will—Allegation that it was found destroyed or mutilated by testator—Burden of proof. Where a will is found destroyed or mutilated, in a place in which the testator would have naturally put it, the presumption is th at the testator destroyed it, and th at the destruction was done animo revocandi. . A p p e a l from an order of the District Court, Gampaha. 0. Z>. S. Siriwardene, for the Petitioner-Appellant. A. C. M. Uvais, for the 6th Respondent-Respondent. Cur. adv. vult. 34 SANSONI, J .—Rosaline Nona v. Mango Nona April 28, 1961. S a n s o n i, J.— The deceased Oderis Singho, whose estate is being administered in. these proceedings, died on 22nd March, 1959. He executed a last will No. 525 dated 22nd July, 1954, by which he devised and bequeathed certain lands and movables to the 6th respondent, whom he appointed executor, and left the rest of his estate to all his children, including the 6th. respondent. His widow (the petitioner) applied for letters of adminis­ tration to his e",Evidence Ordinance & Proof,Evidence Ordinance & Proof,1.0
NLR-67-019,SLR-2011-V1-094,"Present: Viscount Dilhorne, Lord Morris of Borth-y-Gest, Lord Pearce, Lord Upjohn, and Lord Donovan ABDUL AZEEZ and others, Appellants, and THE QUEEN, Respondent P r i v y C o u n c i l A p p e a l N o . 15 o f 1964 S. G. 799-807/59—M. G. Balangoda, 69020 Criminal trespass —“ Intent to annoy ”—Quantum oj evidence—Penal Code, se. 427, 433. Such annoyance as may be caused to an occupier of property by the commis­ sion of civil trespass upon that property is not sufficient to establish the offence of criminal trespass. To constitute the offence of criminal trespass, it must be established beyond reasonable doubt that the intent or object with which the trespass was committed was one of those specified in section 427 of the Penal Code. The accused-appellants were convicted on three counts, in each of which the offence of criminal trespass was an essential ingredient. It was alleged by the prosecution that the criminal trespass was committed by the accused by entering into a certain tea estate with the intention of annoying the Superin­ tendent who was in occupation of the estate and had refused them permission to enter. The defence was that the purpose of the appellants, who were trade","CAm 14.7.83 (8) Silva and another vs. OIC Police station, Thambuthegama 1991 2 Sri lR 83 (followed) S.N. Vijithsinghe for 1st party respondent-appellant C.R. de Silva PC with R.J. de Silva and D. Weerawardena for petitioner- respondent September 09th 2010 SiSira de abrew J. upon a hire purchase agreement between one Subash Dayananda and Kalutota Investment (Pvt) ltd (hereinafter referred to as the respondent), Subash Dayananda acquired possession of vehicle no 58-7635. The respondent became the absolute owner of the vehicle whilst Subash Dayananda became the registered owner. Thereafter upon a contract between Subash Dayananda and the appellant, the latter CA Haswi Vs. Jaytissa and two others (Sisira de Abrew, J.) 96 Sri Lanka Law Reports [2011] 1 SRI L.R. acquired the possession of the vehicle. learned Counsel for the appellant submitted that the appellant had paid five installments to the respondent. He therefore tried to contend that the appellant is entitled to possess the vehicle and the respondent had no right to seize the vehicle. However the respondent seized the vehicle as installments were not paid as agreed in the hire purchase agreement. Police, on a co",Penal Code Offences,Criminal Procedure & Jurisdiction,0.0
NLR-74-128,NLR-69-048,"P resen t: de Kretser, J. V. M G N A SIN G H E , Appellant, and M . J. P IE R IS (F ood and D rugs Inspector), Respondent S.G. 1187/68— M . C. Colombo South, 94037/A Control of Prices Act [Cap. 173), as amended by Act No. 44 of 1967—Charge oj selling article above Control price—Plea of accident — Maintainability—Penal Code , ss. 72, 73. In a prosecution for a contravention o f the Control o f Prices A ct, tho fa ct that it is a statutory offence does n ot preclude the accused from pleading tho exception o f accident contem plated in section 73 o f tho Penal Code. In such , a case the Control o f Prices (Am endm ent) A ct, N o. 44 o f 1957, which takes aw ay tho right o f the accused to plead tho exception o f m istake o f fact (section 72 o f tho Penal Code) has no application. Tho accused-appellant, a salesman, sold an article for Rs. 59 S when its Control P rice w as R s. 5'S9. . H is explanation was that when he w rote out th e bill he inadvertontly transposed the figure 9 for tho figure 8, so that the price which h o m eant to convey, im m ediately aftor ascertaining it from the Gazette, viz. R s. 5'89 becam e R s. 5'98. T 1 eld, that tho transposition o f figures","Present : H. N. G. Fernando, C.J., and G. P. A. Silva, J. THE ATTORNEY-GENERAL, Appellant, and M. S. M. SANOON, Respondent S. G. 457/65—M. G. Panadura, 86868 Control o$ Prices Act, No. 29 of 1950 —Prosecution under s. 4, read with s. 3 (2)— Validity—Control of Prices Act {Cap. 173), se. 1, 4—Revised Edition of the Legislative Enactments Act (Cap. 1)—Scope of its authenticity—Sections 3 (1) (a), 12 (3)—Incapacity of Commissioner to repeal any pre-existing statute. A prosecution for an offence falling under a statute which was passed prior to the date when the Revised Edition of the Legislative Enactments came into force in December 1961 is not invalid if such offence is punishable also under a corresponding statute included in the Revised Edition. Accordingly, a prosecution reciting an offence in contravention of Control of Prices Act No. 29 of 1950 is not invalid if the Act is reproduced in the Revised Edition of the Legislative Enactments and offences similar to the offence in question are also referred to therein in identical terms. In such a case, it cannot be contended that the prosecution is under a repealed statute. H . N . Q . F E R N A N D O , C .J .— Attorney-",Penal Code Offences,Penal Code Offences,1.0
NLR-80-003,NLR-77-011,", L/10568, L/10569 and L 10570 D.C. Kandy. Thereafter the same two Judges and Udalagama, J. made the following order:- “The Registrar, Supreme Court, Colombo. In terms of section 354 (1) of the Administration of Justice Law No. 44 of 1973, having perused the records in the following cases in order to satisfy ourselves as to the legality and propriety of the orders made by the learned High Court and District Court Judges and the regularity of the proceedings in respect of such orders, we are of the opinion that the said orders on the face of the record appear to be illegal in view of the provisions of section 24 of the Interpretation Ordinance as amended by the Interpretation (Amendment) Act No. 18 of 1972. Notice Petitioners/Plaintiffs to appear and show cause as to why the said orders should not be set aside in the exercise of our powers of revision. Notice Respondents/Defendants and the Attorney-General. Petitioners/Plaintiffs will be noticed to appear to show cause on 14.6.1974. .1. H.C.P. Ratnapura 6/74 APN/GEN/13/74 - Order made on 13.5. 1974. 2. D.C. Kandy L. 10568 APN/GEN/10/74 - Order made on 22.4.1974. 3. D.C. Kandy L. 10569 APN/GEN/11/74 - Order made on 22.4.1",", 2073/Misc. Injunctions—Perpetual injunction issued by a District Court — Disobedience to it—Not punishable by the District Court as contempt of Court—Patent want of jurisdiction of a Court—Not curable by consent of parties—Civil Procedure Code (Cap. 101), ss. 662, 663, 792 et seq.—Courts Ordinance (Cap 6), ss. 57, 62 to 67, 71, 87. In an action for trespass instituted by a District Court the plaintiffs-respondents obtained a “ permanent ” injunction restraining the defendants-appellants from entering a land belonging to the plaintiffs. About a year later the plaintiffs complained on 5th August 1970 that the defendants had acted in disobedience of the permanent injunction issued by the Court and moved under Chapter G5 of the Civil Procedure Code that contempt proceedings be taken by the Court against the defendants. At the commencement of the inquiry, Counsel for the defendants stated that he agreed with the submission of Counsel for the plaintiffs that disobedience to a permanent injunction is punishable as a contempt of Court under Chapter 65 of the Code. The Court thereupon, after inquiry, convicted the defendants of the offence of contempt of the District Court.",Criminal Procedure & Jurisdiction,Criminal Procedure & Jurisdiction,1.0
